product_id,category,fabric,color
1039,solid color top,georgette,grey
1066,patterned top,tulle,yellow
1059,culottes,bengaline,black
1074,long dress,embossed,yellow
1064,drop sleeve,bengaline,black
1077,doll dress,scuba crepe,grey
623,long sleeve,cotton,green
14,short sleeves,angora,yellow
1051,printed shirt,matte jersey,white
1048,printed shirt,matte jersey,grey
1042,culottes,cotton,violet
1050,culottes,cotton,black
1032,culottes,satin cotton,black
1080,culottes,cady,grey
1061,drop sleeve,bengaline,brown
652,long sleeve,cotton,white
1055,sleeveless,georgette,black
1045,culottes,cotton,black
1049,culottes,cotton,violet
1078,culottes,jacquard,black
1072,sleeveless,cady,black
1062,solid color top,plisse,yellow
1063,solid color top,plisse,black
558,long sleeve,cady,white
708,long sleeve,frise,green
1073,long sleeve,cotton,blue
1057,culottes,bengaline,black
1084,long sleeve,cotton,violet
1052,printed shirt,matte jersey,grey
1054,printed shirt,matte jersey,black
309,solid color top,georgette,violet
1056,culottes,bengaline,black
331,patterned top,lurex,brown
1082,sleeveless,georgette,black
1085,solid color top,embossed,black
1087,solid color top,georgette,black
355,long sleeve,technical,black
301,patterned top,lurex,black
376,culottes,polyviscous,black
1071,maxi,georgette,black
1069,patterned top,tulle,black
1070,printed shirt,matte jersey,grey
1053,solid color top,matte jersey,black
1060,printed shirt,matte jersey,black
337,short coat,faux leather,black
1098,long sleeve,matte jersey,black
1088,long sleeve,cotton,white
1106,culottes,heavy jeans,blue
33,sleeveless,nice,grey
1075,drop sleeve,georgette,brown
1096,long sleeve,cotton,white
1086,long sleeve,cotton,blue
1094,long sleeve,matte jersey,blue
1107,long sleeve,faux leather,brown
597,solid color top,frise,white
1100,solid color top,lace,black
1079,long sleeve,cotton,black
1090,drop sleeve,lace,black
1112,culottes,heavy jeans,blue
1105,printed shirt,matte jersey,white
1095,culottes,heavy jeans,blue
1101,long sleeve,faux leather,black
47,sleeveless,nice,brown
1118,printed shirt,matte jersey,white
1083,drop sleeve,jacquard,black
1097,culottes,heavy jeans,blue
1102,printed shirt,matte jersey,black
1108,printed shirt,matte jersey,white
1115,sleeveless,georgette,violet
1116,sleeveless,georgette,white
1110,solid color top,lace,black
1113,sleeveless,georgette,black
1081,sleeveless,cady,grey
1092,culottes,bengaline,black
1091,culottes,bengaline,blue
1104,patterned top,tulle,white
214,long sleeve,scuba crepe,black
93,long coat,piquet,black
1093,patterned top,matte jersey,grey
1103,culottes,jacquard,black
1111,printed shirt,matte jersey,black
440,solid color top,matte jersey,green
1124,culottes,embossed,black
1132,long sleeve,faux leather,red
513,solid color top,matte jersey,violet
1114,doll dress,lace,grey
1152,patterned top,tulle,white
1147,long sleeve,cotton,blue
1142,long sleeve,cotton,blue
1126,culottes,scuba crepe,blue
1143,long sleeve,faux leather,blue
1140,long sleeve,faux leather,black
1134,long sleeve,faux leather,yellow
1135,long sleeve,faux leather,black
284,culottes,faux leather,black
1129,sleeveless,georgette,white
1138,sleeveless,georgette,black
1119,culottes,cady,red
1122,sleeveless,silky satin,blue
1125,short sleeves,silky satin,white
1121,trapeze dress,silky satin,yellow
1137,sleeveless,silky satin,violet
1047,solid color top,matte jersey,red
1131,culottes,heavy jeans,blue
1123,long dress,georgette,red
1133,long sleeve,georgette,black
1117,culottes,heavy jeans,blue
1120,long sleeve,georgette,red
1146,printed shirt,matte jersey,grey
1159,solid color top,frise,violet
1150,culottes,cotton,black
1145,long sleeve,georgette,black
580,long sleeve,cotton,yellow
1170,sleeveless,embossed,black
1168,sleeveless,embossed,white
1151,culottes,cotton,green
1167,doll dress,embossed,black
1156,long sleeve,cotton,white
1153,long sleeve,georgette,brown
1162,long sleeve,cotton,blue
1163,culottes,cotton,grey
1148,patterned top,tulle,grey
1169,sleeveless,georgette,white
1161,patterned top,tulle,black
1155,patterned top,tulle,black
475,patterned top,tulle,brown
1154,culottes,heavy jeans,blue
1158,solid color top,frise,brown
1166,long dress,embossed,black
1157,culottes,heavy jeans,blue
1160,solid color top,frise,green
1184,sleeveless,faux leather,black
1164,solid color top,frise,violet
1173,printed shirt,matte jersey,black
1189,short sleeves,georgette,blue
1196,trapeze dress,crepe,yellow
1182,printed shirt,matte jersey,white
1180,culottes,scuba crepe,black
1190,trapeze dress,crepe,black
1172,long sleeve,faux leather,black
1191,trapeze dress,crepe,black
1194,shirt dress,georgette,blue
1177,culottes,bengaline,black
1176,printed shirt,matte jersey,grey
1192,kimono dress,acrylic,white
1181,culottes,scuba crepe,black
25,solid color top,tulle,red
1165,trapeze dress,embossed,violet
1144,solid color top,frise,green
1186,sleeveless,embossed,white
1179,sleeveless,georgette,white
1183,culottes,tencel,green
1178,culottes,tencel,black
1171,long sleeve,faux leather,black
1149,solid color top,frise,brown
1195,culottes,heavy jeans,blue
1175,solid color top,matte jersey,green
1188,trapeze dress,crepe,violet
1204,patterned top,tulle,black
1201,solid color top,lurex,grey
1208,sleeveless,georgette,white
1197,culottes,heavy jeans,blue
1193,long sleeve,georgette,blue
1209,doll dress,technical,black
1215,culottes,jacquard,black
1187,trapeze dress,georgette,blue
1217,patterned top,tulle,violet
1214,solid color top,tulle,black
1200,shirt dress,tencel,black
1199,shirt dress,tencel,green
1212,solid color top,tulle,blue
1203,doll dress,georgette,blue
1211,kimono dress,embossed,black
1198,drop sleeve,heavy jeans,blue
1213,culottes,scuba crepe,black
1218,patterned top,tulle,black
1235,drop sleeve,embossed,brown
1241,solid color top,lurex,green
1257,culottes,heavy jeans,blue
1219,long sleeve,acrylic,brown
1242,long coat,crepe,black
1226,sleeveless,georgette,brown
1216,sleeveless,georgette,black
1254,drop sleeve,scuba crepe,black
1210,doll dress,lace,black
1246,culottes,scuba crepe,black
1252,printed shirt,matte jersey,grey
1233,doll dress,lace,brown
1089,jumpsuit,scuba crepe,black
1259,short sleeves,scuba crepe,yellow
1234,trapeze dress,matte jersey,black
1239,culottes,scuba crepe,black
1225,long sleeve,technical,black
1248,printed shirt,matte jersey,grey
1237,culottes,heavy jeans,blue
1238,jumpsuit,scuba crepe,grey
1247,printed shirt,matte jersey,grey
1141,long sleeve,cady,red
1249,sleeveless,embossed,brown
1232,doll dress,lace,black
1229,long sleeve,faux leather,black
1251,solid color top,lurex,violet
1207,solid color top,tulle,red
1227,sleeveless,embossed,red
1243,solid color top,lurex,brown
1221,long sleeve,embossed,blue
1224,solid color top,tulle,black
1205,solid color top,tulle,red
1256,doll dress,scuba crepe,black
1222,culottes,technical,black
1220,sleeveless,lace,black
1236,long sleeve,cotton,blue
1206,long sleeve,acrylic,blue
1228,long sleeve,technical,black
1223,long sleeve,jacquard,grey
1245,culottes,heavy jeans,blue
1262,solid color top,lace,brown
1315,long sleeve,nice,grey
1309,long sleeve,faux leather,yellow
1307,long sleeve,cotton,blue
1264,solid color top,lace,brown
1302,long sleeve,nice,grey
1269,solid color top,lace,black
1261,sleeveless,lace,black
1279,shirt dress,embossed,grey
1313,long sleeve,nice,black
1310,long sleeve,nice,yellow
1291,culottes,cotton,grey
1230,long sleeve,embossed,white
1284,long sleeve,nice,green
1185,culottes,cotton,black
1286,long sleeve,georgette,violet
1318,culottes,cotton,red
1271,culottes,bengaline,black
1298,short cardigan,nice,black
1265,culottes,cotton,green
1308,long sleeve,plush,grey
1303,culottes,plush,grey
1266,culottes,cotton,grey
1294,doll dress,polyviscous,black
1316,culottes,cotton,green
1289,long sleeve,plush,green
1306,long sleeve,nice,yellow
1299,long sleeve,cotton,brown
1244,long sleeve,cotton,red
1274,long sleeve,embossed,black
1272,long sleeve,embossed,black
1263,long sleeve,embossed,white
1297,long sleeve,nice,black
1300,long sleeve,nice,red
1283,long sleeve,cotton,blue
1296,sleeveless,polyviscous,black
1276,culottes,embossed,white
1275,solid color top,lurex,black
1304,doll dress,scuba crepe,black
1295,long sleeve,nice,yellow
1267,long sleeve,faux leather,black
1287,medium cardigan,nice,black
1292,culottes,heavy jeans,blue
1305,long sleeve,nice,black
1319,long sleeve,nice,black
1278,culottes,polyviscous,black
1273,culottes,scuba crepe,grey
1253,sleeveless,scuba crepe,black
1281,long sleeve,georgette,black
1282,long sleeve,georgette,brown
1250,miniskirt,scuba crepe,black
1270,culottes,scuba crepe,black
1293,doll dress,georgette,green
1322,culottes,plush,green
1268,doll dress,scuba crepe,black
1277,long sleeve,faux leather,violet
1280,culottes,jacquard,black
1288,sleeveless,embossed,brown
1285,long sleeve,faux leather,black
1290,culottes,cotton,green
1320,short cardigan,nice,green
1342,long sleeve,faux leather,red
1329,sleeveless,georgette,black
1363,long sleeve,faux leather,green
1330,long sleeve,faux leather,red
1317,long sleeve,nice,black
1327,maxi,scuba crepe,red
1367,long sleeve,jacquard,black
1361,sleeveless,georgette,violet
1350,sleeveless,georgette,black
1341,culottes,heavy jeans,blue
1355,long sleeve,faux leather,black
1364,long coat,crepe,black
1255,long sleeve,embossed,white
1328,sleeveless,embossed,grey
1335,culottes,heavy jeans,blue
1347,culottes,polyviscous,red
1340,drop sleeve,heavy jeans,blue
1358,doll dress,jacquard,black
1326,culottes,embossed,grey
1360,maxi,georgette,black
1365,long sleeve,nice,grey
1323,long sleeve,faux leather,black
1348,sleeveless,lace,black
1371,sleeveless,jacquard,black
1338,short sleeves,nice,black
1324,long sleeve,nice,red
1374,doll dress,lace,black
1352,culottes,technical,black
1325,medium cardigan,nice,grey
1301,long sleeve,georgette,black
1332,printed shirt,cotton,white
1337,doll dress,georgette,yellow
1359,short coat,foam rubber,brown
1331,long sleeve,georgette,yellow
1369,short coat,fur,brown
1314,long sleeve,nice,red
1357,long sleeve,nice,brown
1377,long sleeve,faux leather,blue
1333,culottes,heavy jeans,blue
1339,long sleeve,heavy jeans,blue
1354,long sleeve,heavy jeans,blue
1334,medium coat,foam rubber,black
1312,medium coat,foam rubber,blue
1349,culottes,cotton,green
1376,long sleeve,nice,black
1346,short coat,foam rubber,violet
1353,short coat,foam rubber,black
1370,long coat,cotton,green
1344,long sleeve,nice,black
1411,solid color top,mohair,black
1410,solid color top,mohair,red
1390,long sleeve,cotton,white
1343,long sleeve,faux leather,black
1391,long sleeve,cotton,green
1395,culottes,polyviscous,black
1385,medium cardigan,nice,black
1406,solid color top,mohair,blue
1368,long sleeve,faux leather,black
1379,long sleeve,nice,green
1366,long sleeve,nice,black
1380,culottes,cotton,grey
1398,sleeveless,georgette,red
1413,shirt dress,embossed,black
1311,medium coat,foam rubber,violet
1401,doll dress,scuba crepe,black
1388,long sleeve,cotton,violet
1384,long sleeve,cotton,white
1417,long coat,crepe,black
1381,long sleeve,faux leather,violet
1415,long sleeve,technical,black
1382,short coat,fur,green
1378,culottes,polyviscous,black
1396,sleeveless,georgette,black
1416,short coat,fur,black
1373,miniskirt,scuba crepe,black
1403,culottes,technical,black
1375,long sleeve,nice,green
1386,culottes,polyviscous,grey
1372,long sleeve,nice,black
1409,sleeveless,embossed,yellow
1397,trapeze dress,crepe,white
1405,trapeze dress,crepe,yellow
1404,sleeveless,scuba crepe,red
1356,trapeze dress,georgette,violet
1383,long sleeve,polyviscous,black
1394,long sleeve,crepe,black
1432,long sleeve,nice,violet
1433,long sleeve,nice,grey
1393,long sleeve,nice,violet
1231,long sleeve,jacquard,black
1434,medium cardigan,nice,black
1463,long sleeve,nice,black
1449,short coat,fur,black
1465,long sleeve,nice,grey
1427,long sleeve,nice,grey
1429,long sleeve,nice,brown
1430,long sleeve,nice,black
1446,medium cardigan,nice,black
1424,culottes,heavy jeans,blue
1421,culottes,heavy jeans,blue
1431,long sleeve,nice,grey
1428,long sleeve,nice,black
1460,drop sleeve,nice,blue
1454,long sleeve,nice,black
1423,culottes,heavy jeans,blue
1456,drop sleeve,nice,green
1461,drop sleeve,nice,grey
1426,long sleeve,nice,black
1435,long sleeve,nice,black
1412,long sleeve,technical,black
1418,culottes,embossed,black
1473,sleeveless,marocain,green
1399,sleeveless,embossed,blue
1470,trapeze dress,marocain,green
1448,shirt dress,embossed,black
1457,long sleeve,nice,black
1437,long sleeve,nice,violet
1402,sleeveless,georgette,black
1420,culottes,heavy jeans,blue
1362,kimono dress,georgette,black
1425,short coat,fur,brown
1443,long sleeve,nice,black
1444,long sleeve,nice,brown
1438,long sleeve,nice,violet
1439,long sleeve,nice,brown
1407,long sleeve,nice,black
1455,long sleeve,nice,black
1447,doll dress,embossed,black
1471,long sleeve,nice,black
1467,long coat,crepe,black
1474,long sleeve,nice,grey
1400,long sleeve,nice,yellow
1452,long sleeve,nice,red
1408,long coat,crepe,black
1445,long sleeve,nice,grey
1419,culottes,polyviscous,grey
1422,culottes,heavy jeans,blue
1459,short coat,fur,black
1484,drop sleeve,nice,grey
1478,drop sleeve,nice,blue
1451,long sleeve,nice,white
1485,long sleeve,nice,yellow
1502,long sleeve,nice,grey
1511,solid color top,mohair,violet
1453,short coat,fur,brown
1469,short coat,fur,blue
1508,culottes,scuba crepe,grey
1486,short coat,foam rubber,black
1466,short coat,foam rubber,red
1513,solid color top,mohair,grey
1450,long sleeve,nice,violet
1506,culottes,scuba crepe,grey
1442,long sleeve,nice,black
1517,miniskirt,scottish,black
1493,doll dress,scottish,black
1491,doll dress,tulle,brown
1479,doll dress,scuba crepe,black
1440,long sleeve,nice,green
1510,solid color top,mohair,blue
1490,long coat,cotton,black
1472,long sleeve,nice,black
1500,solid color top,lace,red
1495,sleeveless,tulle,brown
1494,long sleeve,jacquard,black
1462,culottes,bengaline,black
1482,short coat,mutton,black
1477,sleeveless,embossed,black
1504,long coat,cotton,green
1481,trapeze dress,velvet,black
1468,sleeveless,silky satin,brown
1488,sleeveless,velvet,black
1476,culottes,jacquard,black
1480,culottes,marocain,red
1514,long coat,crepe,black
1505,culottes,technical,black
1492,culottes,polyviscous,grey
1509,long coat,foam rubber,brown
1524,short sleeves,embossed,green
1515,kimono dress,nice,brown
1531,long cardigan,nice,black
1540,short sleeves,nice,yellow
1516,kimono dress,nice,green
1464,long sleeve,nice,violet
1458,long sleeve,nice,grey
1521,culottes,bengaline,black
1551,long sleeve,nice,black
1528,short coat,mutton,black
1565,drop sleeve,nice,black
1546,culottes,scuba crepe,black
1529,medium coat,piquet,black
1498,short sleeves,embossed,brown
1526,long coat,foam rubber,black
1507,gitana skirt,tulle,black
1530,long coat,crepe,black
1527,culottes,scuba crepe,grey
1555,medium cardigan,nice,grey
1535,long sleeve,nice,grey
1549,long sleeve,nice,grey
1545,sheath dress,ity,green
1501,long sleeve,nice,black
1557,long sleeve,nice,grey
1499,long sleeve,bengaline,black
1547,long sleeve,nice,black
1522,solid color top,lace,blue
1497,long dress,scuba crepe,black
1512,long coat,foam rubber,green
1518,solid color top,lace,black
1487,long sleeve,nice,green
1519,long coat,mutton,black
1523,long sleeve,nice,black
1539,solid color top,lurex,blue
1532,short coat,fur,black
1534,solid color top,lurex,grey
1556,solid color top,lurex,red
1483,drop sleeve,nice,green
1538,short coat,fur,yellow
1525,long sleeve,faux leather,black
1550,sheath dress,lace,green
1577,long sleeve,scuba crepe,black
1496,culottes,bengaline,black
1552,drop sleeve,nice,grey
1567,medium cardigan,nice,grey
1579,short coat,foam rubber,black
1610,patterned top,lurex,brown
1586,trapeze dress,jacquard,grey
1602,long coat,foam rubber,black
1606,shirt dress,crepe,grey
1574,short coat,foam rubber,red
1563,culottes,cotton,black
1572,long sleeve,nice,brown
1604,long coat,acrylic,black
1611,solid color top,mohair,brown
1542,long sleeve,nice,grey
1568,medium cardigan,nice,black
1589,short cardigan,nice,black
1560,sleeveless,scuba crepe,black
1570,short sleeves,nice,brown
1566,long sleeve,nice,black
1553,long sleeve,nice,brown
1569,short sleeves,nice,black
1544,culottes,cotton,black
1588,shirt dress,crepe,black
1576,long sleeve,nice,black
1489,long sleeve,nice,yellow
1543,long sleeve,nice,black
1575,medium cardigan,nice,black
1596,trapeze dress,jacquard,grey
1559,culottes,scuba crepe,black
1583,culottes,faux leather,black
1554,medium cardigan,nice,black
1580,doll dress,scuba crepe,black
1541,culottes,cotton,black
1595,trapeze dress,jacquard,grey
1601,patterned top,lurex,blue
1585,culottes,faux leather,black
1605,sheath dress,polyviscous,black
1558,long coat,foam rubber,black
1584,short sleeves,nice,black
1537,long sleeve,nice,black
1573,short cardigan,nice,black
1582,long coat,foam rubber,brown
1593,sheath dress,milano stitch,black
1590,trapeze dress,scuba crepe,white
1599,long sleeve,nice,grey
1536,long sleeve,nice,black
1564,sleeveless,georgette,green
1520,long sleeve,nice,brown
1609,long coat,cloth,red
1598,kimono dress,nice,brown
1561,drop sleeve,nice,grey
1578,solid color top,lurex,grey
1441,long sleeve,nice,red
1571,medium coat,foam rubber,black
1587,long sleeve,scuba crepe,black
1475,short coat,mutton,brown
1562,medium coat,foam rubber,brown
1612,long coat,cloth,brown
1626,sleeveless,jacquard,grey
1645,doll dress,polyviscous,grey
1608,long coat,cloth,black
1650,doll dress,georgette,black
1597,culottes,milano stitch,black
1618,culottes,nice,black
1636,culottes,milano stitch,black
1613,long coat,crepe,black
1099,sleeveless,lace,black
1643,culottes,scuba crepe,black
1632,long sleeve,mohair,grey
1635,long sleeve,mohair,blue
1648,long sleeve,mohair,grey
1639,long sleeve,mohair,black
1651,culottes,polyviscous,grey
1644,maxi,acrylic,black
1624,long sleeve,mohair,white
1633,long coat,cloth,brown
1600,doll dress,scuba crepe,black
1631,solid color top,devore,black
1646,patterned top,acrylic,blue
1620,culottes,technical,black
1617,culottes,nice,black
1623,culottes,marocain,white
1622,culottes,polyviscous,black
1625,sleeveless,scuba crepe,grey
1619,trapeze dress,jacquard,violet
1637,culottes,milano stitch,black
1638,long sleeve,georgette,grey
1630,short coat,foam rubber,black
1603,long sleeve,milano stitch,black
1616,patterned top,lurex,red
1607,short sleeves,acrylic,black
1629,patterned top,lurex,red
1581,drop sleeve,nice,grey
1627,short coat,foam rubber,brown
1658,long sleeve,nice,grey
1657,long sleeve,nice,brown
1594,long coat,piquet,black
1548,long sleeve,nice,black
1653,long sleeve,embossed,brown
1642,long sleeve,mohair,grey
1628,long sleeve,mohair,blue
1647,long coat,cloth,black
1659,miniskirt,scottish,red
1663,kimono dress,acrylic,brown
1656,short sleeves,nice,grey
1660,doll dress,scottish,red
1654,long sleeve,nice,black
1655,long sleeve,nice,grey
1671,kimono dress,acrylic,grey
1666,trapeze dress,georgette,blue
1591,short sleeves,scuba crepe,brown
1664,kimono dress,acrylic,grey
1668,kimono dress,acrylic,grey
1503,long sleeve,faux leather,black
1652,long sleeve,faux leather,red
1673,kimono dress,acrylic,brown
1665,culottes,cotton,black
1669,long sleeve,embossed,red
1661,long sleeve,nice,white
1707,long sleeve,marocain,brown
1704,long sleeve,marocain,green
1690,doll dress,embossed,red
1708,long sleeve,embossed,red
1684,culottes,cotton,brown
1716,kimono dress,acrylic,grey
1702,long sleeve,crepe,blue
1681,kimono dress,acrylic,black
1691,long duster,acrylic,red
1686,long sleeve,nice,brown
1693,maxi,crepe,white
1614,long sleeve,mohair,grey
1710,long sleeve,nice,grey
1695,long sleeve,acrylic,black
1640,sleeveless,mohair,white
1692,trapeze dress,acrylic,grey
1717,long coat,foam rubber,black
1696,long coat,cloth,black
1688,long sleeve,acrylic,white
1694,medium cardigan,nice,grey
1697,shirt dress,marocain,green
1700,doll dress,crepe,white
1674,doll dress,georgette,red
1676,long sleeve,nice,black
1679,long sleeve,nice,brown
1592,medium cardigan,mohair,black
1685,sleeveless,nice,brown
1675,solid color top,matte jersey,black
1715,short coat,mutton,black
1662,long sleeve,nice,brown
1533,culottes,heavy jeans,blue
1682,patterned top,matte jersey,brown
1705,long sleeve,embossed,blue
1714,doll dress,scuba crepe,grey
1701,culottes,technical,black
1698,long sleeve,faux leather,black
1678,long sleeve,nice,brown
1677,long sleeve,nice,black
1706,culottes,polyviscous,grey
1667,long sleeve,georgette,brown
1709,miniskirt,scuba crepe,grey
1672,sleeveless,nice,black
1718,doll dress,scuba crepe,black
1721,short sleeves,nice,brown
1723,culottes,polyviscous,grey
1730,culottes,scuba crepe,black
1687,long sleeve,nice,black
1726,culottes,scuba crepe,grey
1720,short sleeves,nice,grey
1615,long sleeve,mohair,black
1725,kimono dress,acrylic,blue
1731,long sleeve,nice,grey
1703,long coat,foam rubber,brown
1733,long sleeve,nice,black
1743,long sleeve,nice,black
1699,culottes,scuba crepe,black
1757,long sleeve,nice,red
1724,kimono dress,acrylic,grey
1747,long sleeve,nice,black
1746,long sleeve,nice,grey
1749,long sleeve,nice,black
1641,culottes,nice,brown
1711,long coat,cloth,black
1739,long sleeve,nice,black
1737,medium cardigan,nice,black
1736,long sleeve,nice,black
1732,solid color top,mohair,red
1712,long coat,cloth,blue
1752,long coat,foam rubber,grey
1727,long coat,foam rubber,black
1728,long sleeve,nice,black
1740,solid color top,devore,black
1735,long sleeve,nice,yellow
1722,kimono dress,acrylic,brown
1751,long sleeve,nice,brown
1742,long sleeve,nice,brown
1729,long sleeve,nice,black
1750,long sleeve,nice,grey
1734,long sleeve,nice,brown
1748,long sleeve,nice,grey
1755,culottes,technical,black
1719,long sleeve,nice,black
1758,long sleeve,nice,black
1760,long sleeve,nice,red
1775,long dress,tulle,black
1773,long sleeve,nice,yellow
1776,long sleeve,nice,grey
1772,sheath dress,lace,black
1767,sleeveless,lace,black
1761,sleeveless,nice,yellow
1768,short cardigan,nice,black
1780,long coat,cloth,black
1765,long sleeve,nice,green
1753,long sleeve,nice,blue
1738,long sleeve,nice,brown
1762,medium cardigan,nice,black
1786,long sleeve,mohair,black
1764,long sleeve,nice,black
1774,long coat,foam rubber,green
1788,long coat,foam rubber,black
1782,long sleeve,nice,grey
1754,long sleeve,nice,black
1745,long sleeve,nice,red
1766,long dress,lace,black
1785,long coat,fur,black
1783,medium coat,fur,black
1787,long coat,cloth,grey
1689,sleeveless,nice,brown
1713,long sleeve,acrylic,yellow
1789,long coat,cloth,brown
1741,solid color top,matte jersey,red
1756,long sleeve,acrylic,green
1769,long sleeve,acrylic,black
1759,medium cardigan,nice,grey
1831,long sleeve,hron,white
1808,long sleeve,hron,brown
1781,long sleeve,mohair,yellow
1815,long sleeve,hron,brown
1794,long sleeve,nice,black
1649,long sleeve,mohair,black
1824,long sleeve,embossed,grey
1817,long sleeve,hron,white
1813,short cardigan,hron,black
1820,kimono dress,nice,brown
1807,kimono dress,nice,black
1811,long sleeve,hron,black
1826,short cardigan,hron,white
1796,trapeze dress,tulle,black
1670,long sleeve,acrylic,white
1771,sleeveless,tulle,black
1784,long sleeve,nice,yellow
1810,culottes,cotton,brown
1821,doll dress,lace,green
1790,long coat,piquet,black
1800,solid color top,mohair,grey
1791,solid color top,tulle,black
1801,short sleeves,nice,black
1803,sleeveless,lace,blue
1833,culottes,cotton,violet
1822,culottes,cotton,black
1806,patterned top,tulle,black
1809,doll dress,georgette,black
1832,kimono dress,mohair,grey
1827,patterned top,tulle,brown
1778,sleeveless,lace,black
1777,doll dress,lace,white
1798,culottes,technical,black
1795,sleeveless,georgette,red
1834,patterned top,matte jersey,black
1812,solid color top,frise,black
1805,miniskirt,scuba crepe,black
1770,doll dress,lace,black
1814,trapeze dress,polyviscous,black
1799,long sleeve,nice,grey
1779,sheath dress,scuba crepe,red
1830,doll dress,scuba crepe,black
1802,culottes,polyviscous,red
1804,kimono dress,mohair,violet
1829,culottes,polyviscous,black
1846,solid color top,matte jersey,black
1849,sheath dress,acrylic,grey
1836,culottes,cotton,green
1853,sheath dress,acrylic,black
1850,solid color top,frise,black
1841,long coat,foam rubber,white
1840,long coat,foam rubber,black
1858,trapeze dress,acrylic,black
1842,long coat,foam rubber,black
1857,doll dress,embossed,black
1848,long coat,foam rubber,black
1865,solid color top,devore,black
1792,long duster,mohair,grey
1797,long duster,mohair,black
1859,solid color top,frise,violet
1867,solid color top,acrylic,grey
1861,solid color top,acrylic,blue
1828,solid color top,frise,violet
1860,culottes,milano stitch,grey
1680,culottes,milano stitch,grey
1862,culottes,scuba crepe,black
1847,culottes,milano stitch,black
1864,sleeveless,silky satin,violet
1856,medium coat,cotton,green
1825,long sleeve,hron,black
1837,short cardigan,nice,black
1816,long sleeve,hron,brown
1838,long sleeve,hron,black
1818,long sleeve,hron,white
1389,long sleeve,nice,grey
1839,long sleeve,hron,white
1844,long coat,foam rubber,black
1763,sleeveless,nice,green
1854,medium coat,cotton,black
1845,long coat,foam rubber,green
1835,kimono dress,mohair,brown
1866,short coat,fur,green
1852,short coat,fur,violet
1819,long sleeve,georgette,white
1855,solid color top,acrylic,black
1823,long sleeve,lace,black
1894,solid color top,acrylic,blue
1895,solid color top,acrylic,violet
1880,culottes,technical,black
1436,sleeveless,acrylic,black
1899,patterned top,acrylic,black
1887,maxi,acrylic,grey
1878,sleeveless,silky satin,red
1877,sleeveless,silky satin,black
1883,sleeveless,silky satin,green
1875,short sleeves,acrylic,black
1868,long sleeve,embossed,black
1891,doll dress,polyviscous,grey
1863,long dress,embossed,black
1890,doll dress,acrylic,red
1025,long sleeve,faux leather,black
1873,short coat,fur,black
1876,short sleeves,acrylic,black
1872,short sleeves,acrylic,black
1869,short coat,fur,black
1870,long coat,foam rubber,white
1851,long coat,foam rubber,white
1882,culottes,polyviscous,black
1898,short coat,cloth,black
1879,maxi,silky satin,violet
1881,sleeveless,devore,orange
1893,short coat,foam rubber,black
1414,sleeveless,acrylic,black
1892,short coat,fur,black
1896,culottes,scuba crepe,black
1900,short coat,foam rubber,black
1889,medium cardigan,acrylic,black
1871,solid color top,acrylic,red
1897,medium cardigan,acrylic,grey
1874,solid color top,acrylic,black
1902,long sleeve,cotton,black
1903,culottes,dark jeans,blue
1901,culottes,technical,black
1921,long sleeve,acrylic,green
1907,printed shirt,matte jersey,white
1915,printed shirt,matte jersey,white
1793,sleeveless,nice,blue
1912,drop sleeve,nice,white
1918,drop sleeve,nice,black
1911,drop sleeve,nice,black
1917,drop sleeve,nice,black
1910,drop sleeve,nice,white
1683,long coat,mutton,brown
1922,long sleeve,acrylic,blue
1924,culottes,cotton,green
1909,medium cardigan,nice,black
1908,short cardigan,nice,black
1905,short cardigan,nice,black
1888,solid color top,acrylic,red
1904,culottes,dark jeans,blue
1927,long sleeve,acrylic,grey
1929,long sleeve,acrylic,violet
1926,long sleeve,acrylic,red
1930,trapeze dress,scuba crepe,grey
1931,trapeze dress,scuba crepe,black
1928,long sleeve,acrylic,grey
1923,long sleeve,acrylic,yellow
1932,short coat,faux leather,black
1925,culottes,scuba crepe,black
1914,printed shirt,matte jersey,white
1919,printed shirt,matte jersey,white
1336,long coat,cloth,black
1240,long sleeve,cotton,blue
1884,sleeveless,devore,black
1392,sleeveless,acrylic,brown
1621,culottes,nice,brown
1202,culottes,cotton,grey
1947,sleeveless,embossed,black
1946,doll dress,georgette,grey
1949,short coat,foam rubber,blue
1130,long sleeve,technical,black
1941,kimono dress,nice,yellow
1934,kimono dress,nice,green
1948,short coat,foam rubber,white
1933,long sleeve,cotton,white
1936,long sleeve,cotton,blue
1940,culottes,cotton,black
1128,culottes,scuba crepe,black
1938,culottes,technical,black
1937,trapeze dress,embossed,blue
1943,long sleeve,nice,white
1951,long dress,embossed,yellow
1942,long sleeve,nice,grey
1972,long sleeve,nice,green
1955,short coat,faux leather,black
1939,long sleeve,marocain,brown
1950,culottes,milano stitch,black
1959,long sleeve,marocain,brown
1953,short coat,foam rubber,black
1956,patterned top,tulle,black
1952,culottes,jacquard,green
1960,solid color top,matte jersey,black
1136,printed shirt,matte jersey,white
1964,solid color top,lurex,brown
1966,shirt dress,silky satin,red
1387,sleeveless,acrylic,brown
1945,short sleeves,silky satin,violet
1963,short coat,faux leather,black
1973,doll dress,georgette,green
1970,long sleeve,faux leather,black
1962,culottes,light jeans,blue
1954,short coat,dark jeans,blue
1944,long sleeve,cotton,black
1971,short sleeves,silky satin,white
1980,culottes,dark jeans,blue
1998,sleeveless,silky satin,black
1981,culottes,dark jeans,blue
