product_id,location_id,price,date_of_sale
5200,102,47.5,2019-05-13
1474,20,55.2,2017-11-20
1591,30,85.9,2017-12-11
4100,65,66.3,2019-04-01
4260,29,51.6,2019-08-05
3332,45,98.9,2018-12-17
1059,18,37.6,2017-08-07
574,30,82.2,2017-04-03
1582,7,60.2,2017-11-13
4314,80,93.6,2019-07-08
2826,19,57.7,2018-10-01
969,48,63.2,2017-06-12
1115,31,38.2,2017-07-31
1857,7,43.5,2017-12-11
4236,65,99.2,2019-05-06
4264,41,67.4,2019-08-05
829,10,85.4,2017-06-05
1824,43,32.0,2018-02-19
5135,10,6.9,2019-05-13
2345,43,48.9,2018-05-07
2690,20,19.1,2018-06-18
2536,15,20.5,2018-07-16
2647,82,82.1,2018-07-02
1230,6,39.2,2017-10-09
1661,13,67.3,2018-01-08
4048,75,14.8,2019-03-11
4248,75,53.9,2019-08-05
1401,38,92.7,2017-11-27
1467,19,49.9,2017-10-30
1673,48,78.8,2018-01-08
477,7,62.7,2017-04-10
987,15,68.0,2017-07-10
4793,18,26.2,2019-10-14
1585,56,99.0,2017-12-25
2381,39,80.9,2018-06-11
1871,7,70.2,2018-01-08
702,52,28.7,2017-06-12
3299,20,28.5,2018-10-22
3399,20,49.6,2019-01-07
1719,22,99.4,2017-12-04
1293,18,7.0,2017-09-25
2289,53,61.6,2018-06-04
1433,36,10.6,2017-11-06
2605,30,70.8,2018-06-18
2587,12,95.2,2018-07-16
5126,104,16.6,2019-05-06
3126,20,7.2,2018-11-12
960,18,60.5,2017-06-19
3719,76,75.5,2019-01-21
2380,10,14.9,2018-05-14
4461,20,69.3,2019-08-05
2565,3,56.1,2018-07-09
2970,19,15.7,2018-10-29
2557,8,94.2,2018-07-23
2772,3,84.1,2018-08-20
772,20,8.2,2017-05-01
1552,73,64.6,2017-10-23
5072,100,96.8,2020-01-06
4187,80,90.2,2019-04-15
1416,19,4.9,2017-11-20
5432,106,19.7,2019-12-09
5097,68,68.4,2019-06-24
2561,19,35.0,2018-06-04
2053,69,26.5,2018-04-09
5075,47,28.0,2019-12-16
5069,115,8.2,2019-11-25
5007,50,78.5,2019-11-25
2907,18,79.6,2018-08-13
1414,51,67.8,2018-01-01
857,57,57.4,2017-05-15
2711,12,46.7,2018-07-09
3138,72,74.9,2018-09-17
1426,66,39.1,2017-10-23
3487,31,37.7,2018-12-31
159,46,82.0,2017-03-06
1543,45,48.4,2017-10-23
461,17,5.4,2017-07-10
2597,13,70.6,2018-06-11
2695,59,54.2,2018-07-02
502,10,54.5,2017-05-29
5085,15,72.1,2019-04-15
4534,69,58.2,2019-08-26
4682,81,28.3,2019-09-09
996,18,53.0,2017-06-12
5373,73,14.4,2019-11-04
3698,1,15.5,2019-01-28
10,46,15.5,2017-02-13
5472,15,78.2,2019-12-30
1741,36,55.5,2018-01-01
5309,2,26.0,2019-07-08
713,54,72.2,2017-06-19
2201,75,20.4,2018-03-12
3190,15,63.2,2018-10-22
857,1,68.6,2017-07-10
3554,16,16.7,2019-01-28
1646,64,57.0,2018-01-08
4415,45,42.2,2019-08-12
297,64,62.1,2017-02-13
5544,52,47.3,2019-12-30
661,12,21.7,2017-05-15
4890,20,65.4,2019-11-25
754,12,6.0,2017-07-10
3974,32,70.4,2019-04-29
1201,12,3.5,2017-08-14
5471,102,15.3,2019-11-18
3522,0,94.7,2018-12-17
1671,73,76.1,2018-01-01
5085,10,92.3,2019-06-10
3776,18,5.8,2019-02-25
702,50,10.0,2017-06-19
5279,0,26.9,2019-07-01
884,10,65.0,2017-05-29
3642,29,93.4,2018-12-31
5162,57,85.6,2019-04-29
4587,56,11.5,2019-09-30
1988,3,48.5,2018-02-19
5052,48,58.9,2020-01-13
4710,51,98.3,2019-11-04
1241,72,73.3,2017-09-04
2970,57,60.6,2018-10-15
5073,35,72.2,2019-10-28
532,5,85.1,2017-05-08
4585,77,27.6,2019-08-05
2401,44,22.1,2018-07-09
5469,15,76.2,2020-01-06
2775,36,87.9,2018-09-03
3047,60,50.3,2018-09-10
4213,80,54.0,2019-04-08
4858,93,72.9,2019-11-11
1853,30,52.8,2017-12-25
5015,36,24.3,2019-11-04
2393,40,29.5,2018-05-28
4594,40,69.5,2019-08-05
2481,12,19.3,2018-05-21
2331,12,98.5,2018-07-02
2948,36,24.9,2018-08-27
4016,30,70.7,2019-04-01
2516,19,7.4,2018-07-30
2127,69,54.9,2018-05-07
941,18,90.4,2017-05-22
2754,79,29.8,2018-09-10
4603,79,86.6,2019-10-14
230,10,55.2,2017-05-01
4835,59,54.6,2019-12-09
5322,50,46.9,2019-07-15
5247,54,47.0,2019-05-27
5212,82,7.3,2019-07-01
1306,6,93.0,2017-10-09
4597,32,63.9,2019-10-07
5003,19,46.8,2019-11-11
4823,66,77.2,2019-10-07
4963,19,47.4,2019-12-23
2709,29,9.1,2018-08-06
4689,121,97.6,2019-09-16
857,46,87.9,2017-06-12
1631,8,55.6,2018-01-01
733,10,25.5,2017-04-24
2772,7,7.8,2018-07-16
3987,16,57.8,2019-04-15
5235,14,58.4,2019-06-03
4651,31,49.0,2019-09-09
1858,15,61.5,2018-01-22
5287,18,16.4,2019-06-24
2393,49,73.2,2018-06-18
4235,69,72.4,2019-04-15
1788,69,41.0,2018-01-22
936,43,5.4,2017-05-29
4483,20,86.1,2019-08-05
2365,73,32.2,2018-05-07
126,13,56.5,2017-03-13
730,43,48.9,2017-06-19
3935,73,80.9,2019-04-01
2399,50,68.5,2018-05-14
4164,74,86.5,2019-05-27
1673,68,37.1,2018-01-15
1575,29,72.9,2017-10-16
5234,29,38.6,2019-05-13
5563,88,44.0,2020-01-13
2618,1,68.3,2018-06-18
2484,45,26.9,2018-06-04
4224,19,51.7,2019-04-29
951,23,20.6,2017-07-17
2003,69,35.1,2018-02-12
4208,7,59.7,2019-06-24
4292,73,12.9,2019-06-10
5021,106,93.3,2019-10-28
3853,81,3.6,2019-02-11
2139,47,64.7,2018-03-05
2553,14,34.9,2018-06-11
2038,32,22.9,2018-05-28
5074,82,84.8,2019-12-09
1608,66,84.9,2017-12-11
4933,54,3.8,2019-11-11
3629,84,73.6,2018-12-24
1367,1,83.4,2017-11-20
4292,86,49.7,2019-08-19
3365,36,97.6,2018-10-22
2373,53,72.6,2018-05-14
1059,30,77.2,2017-08-07
2517,12,41.0,2018-06-11
1724,7,44.7,2018-02-12
4954,35,45.0,2019-11-11
5329,2,61.2,2019-07-29
794,62,34.1,2017-07-17
1031,46,51.3,2017-07-10
3980,13,13.7,2019-04-29
3049,46,94.8,2018-09-17
221,22,25.8,2017-02-13
3356,4,57.6,2019-02-04
5226,3,4.6,2019-05-13
5172,39,19.8,2019-05-13
339,3,14.8,2017-04-24
5525,94,75.1,2019-11-25
560,46,36.5,2017-04-10
4446,77,15.9,2019-08-19
3864,20,87.6,2019-02-18
4347,94,57.6,2019-08-19
3639,41,27.2,2018-12-24
1235,40,69.2,2017-09-25
3629,5,14.8,2018-12-31
2388,31,76.4,2018-05-28
493,20,26.2,2017-08-28
1999,61,54.6,2018-04-02
609,47,70.3,2017-04-10
4291,18,53.0,2019-06-24
4896,19,4.1,2019-10-21
3970,35,82.9,2019-04-08
4677,46,18.0,2019-09-16
3537,12,13.6,2019-02-18
1267,29,23.3,2017-10-09
3532,19,6.7,2019-02-04
3851,12,16.0,2019-03-18
3507,3,31.8,2018-11-26
962,29,17.6,2017-06-12
4333,75,15.0,2019-08-12
4275,13,30.2,2019-07-22
4135,32,33.5,2019-06-17
4380,96,45.7,2019-09-02
3332,52,67.7,2018-11-12
1571,72,91.9,2018-01-15
5164,5,51.9,2019-05-06
5198,57,53.6,2019-05-20
959,9,58.2,2017-08-14
1637,3,13.7,2017-12-18
3260,86,4.8,2018-10-15
1670,64,66.2,2018-01-29
756,7,9.0,2017-04-24
3698,43,97.2,2019-01-28
679,62,61.4,2017-06-12
427,54,94.6,2017-03-13
2635,23,20.1,2018-07-02
2641,75,69.1,2018-06-11
2502,19,6.5,2018-07-30
1958,19,30.3,2018-02-12
4157,39,17.3,2019-04-22
2635,60,23.3,2018-07-09
4796,41,59.1,2019-09-30
1890,30,16.5,2018-01-01
4808,21,4.2,2019-11-18
3598,49,47.3,2019-01-07
3504,81,79.4,2018-12-24
1899,22,49.9,2018-02-12
2205,10,34.1,2018-05-21
2002,60,31.9,2018-03-05
5313,100,69.0,2019-06-10
5533,81,1.9,2019-12-02
4896,2,55.5,2019-12-09
3478,29,8.3,2018-12-10
1505,15,21.0,2017-12-18
811,64,82.4,2017-06-19
754,48,58.4,2017-05-15
4025,20,54.6,2019-03-18
2582,2,87.2,2018-06-04
2144,20,47.3,2018-04-30
4170,81,50.3,2019-04-29
5334,5,23.3,2019-12-30
4682,36,52.4,2019-10-14
814,19,91.7,2017-06-12
3559,83,97.9,2018-12-10
4125,29,21.3,2019-04-01
258,41,90.1,2017-04-03
2642,64,5.2,2018-08-13
3656,48,3.8,2019-01-07
5332,35,81.1,2019-12-09
2611,50,6.0,2018-06-11
679,1,98.2,2017-07-03
4609,96,14.7,2019-08-19
1006,59,40.8,2017-06-19
3469,66,44.8,2018-11-19
1388,64,23.1,2017-11-06
4101,53,75.4,2019-03-25
3443,3,38.2,2019-01-14
3814,3,70.2,2019-03-25
5368,115,27.8,2020-01-13
4207,75,66.2,2019-05-06
2954,1,46.2,2018-10-22
5510,82,20.7,2020-01-20
3758,24,80.1,2019-02-18
4458,18,37.3,2019-08-05
4799,76,28.7,2019-09-23
1291,54,16.4,2017-10-02
3106,85,11.7,2018-10-01
2690,12,2.4,2018-07-16
1191,26,24.5,2017-08-14
4502,99,73.2,2019-08-26
5361,10,35.9,2019-11-11
4206,74,90.3,2019-05-13
3404,8,37.1,2018-10-29
146,12,44.3,2017-03-06
5200,69,96.4,2019-07-01
755,14,57.9,2017-06-05
281,26,86.6,2017-03-06
2051,13,38.7,2018-04-16
3479,39,58.2,2018-11-19
56,47,89.5,2017-01-30
3214,83,8.3,2019-01-28
4870,31,8.7,2019-12-16
457,0,37.4,2017-05-29
1467,47,96.3,2017-10-09
4630,121,76.9,2019-09-30
2502,7,54.7,2018-05-14
4664,59,94.8,2019-09-30
4752,76,43.4,2019-11-11
653,19,12.5,2017-05-29
1595,7,15.0,2017-12-25
1134,26,36.9,2017-07-31
2966,29,76.6,2018-10-01
37,10,27.1,2017-02-06
1196,14,23.8,2017-10-16
3487,102,69.7,2018-12-03
2324,68,79.6,2018-04-23
3360,10,7.8,2018-10-29
4724,84,80.4,2019-10-14
4377,52,60.7,2019-08-19
2550,28,65.2,2018-07-09
4464,33,19.9,2019-07-29
407,41,80.7,2017-04-03
4680,106,16.4,2019-12-16
5212,54,25.1,2019-07-08
1251,47,99.7,2017-09-11
181,8,12.6,2017-02-20
4594,56,4.5,2019-10-14
1869,47,64.8,2017-12-25
2955,30,61.6,2018-08-20
1112,65,5.2,2017-07-31
5268,3,14.0,2019-07-15
1871,7,1.8,2018-02-26
5356,12,74.2,2019-11-25
4283,15,10.7,2019-06-10
783,50,58.0,2017-06-26
2566,45,35.2,2018-06-25
2263,41,93.9,2018-05-07
3308,2,3.6,2018-11-19
4293,19,82.8,2019-07-08
3945,68,66.0,2019-03-18
3623,13,4.3,2019-01-28
2629,22,75.8,2018-07-30
3433,15,98.3,2018-12-10
4931,27,13.1,2019-12-02
947,18,19.5,2017-05-29
3323,3,48.2,2018-11-19
3388,82,88.3,2019-01-07
687,12,95.6,2017-07-10
2231,10,8.0,2018-04-09
2564,51,95.2,2018-06-25
2201,18,51.6,2018-04-09
744,29,60.3,2017-06-26
4236,46,73.9,2019-05-13
5428,80,36.8,2019-12-02
3370,3,3.6,2018-11-05
4283,66,13.4,2019-07-01
3403,17,25.2,2018-11-05
5322,7,29.0,2019-05-27
2565,24,60.4,2018-07-30
3355,30,18.1,2018-12-17
5242,47,20.8,2019-06-17
4933,102,44.3,2019-11-18
1329,30,71.2,2017-09-25
1533,12,32.4,2018-02-19
115,12,52.0,2017-01-16
3149,69,2.2,2018-10-15
1519,14,65.5,2017-11-13
2540,12,33.5,2018-07-23
4961,115,19.3,2019-12-30
2329,69,5.5,2018-04-30
5021,53,94.5,2020-01-06
5064,30,93.7,2019-11-04
5043,12,71.3,2019-12-16
5244,74,18.6,2019-06-24
1656,2,15.2,2017-12-18
5368,35,12.0,2020-01-13
2271,69,25.0,2018-04-16
4202,18,82.6,2019-04-15
4670,9,85.3,2019-11-25
5511,74,33.8,2019-12-30
1927,3,76.7,2018-01-15
1726,68,3.1,2017-11-13
3172,9,24.6,2018-10-15
2569,53,92.2,2018-06-25
4141,5,37.1,2019-04-01
5426,31,83.7,2019-12-09
2058,72,24.6,2018-05-14
1880,65,55.0,2018-02-19
2136,75,89.2,2018-04-02
2389,10,57.4,2018-06-11
1358,5,13.1,2017-10-23
3637,56,60.4,2018-12-24
730,62,40.9,2017-06-12
4386,81,22.6,2019-07-08
5247,10,63.1,2019-07-08
3177,39,36.7,2018-11-12
1915,54,64.3,2018-05-07
5345,83,24.4,2019-11-04
702,15,32.7,2017-05-15
2057,13,69.1,2018-04-16
1397,8,42.6,2017-10-23
2492,48,8.6,2018-06-18
4033,36,71.7,2019-04-22
924,15,64.9,2017-08-07
5191,36,32.7,2019-06-17
2591,73,78.0,2018-06-04
2712,47,56.9,2018-08-13
4292,90,43.0,2019-08-05
3070,18,89.8,2019-02-25
3106,26,88.3,2018-09-17
5489,94,37.0,2020-02-03
2169,27,95.7,2018-03-05
3745,43,97.2,2019-02-04
4646,33,72.8,2019-10-07
640,19,56.3,2017-05-01
3399,14,42.7,2019-01-14
4835,48,79.2,2019-09-30
3385,45,34.1,2018-11-19
5510,82,42.4,2020-01-06
3619,12,43.3,2019-01-14
2954,7,27.1,2018-10-08
1608,29,31.3,2017-12-25
3218,13,99.7,2018-11-12
762,8,23.7,2017-05-22
5298,41,63.6,2019-06-17
5347,39,10.3,2019-10-28
2774,18,30.9,2018-08-06
1644,57,69.7,2017-12-25
1422,45,16.8,2017-10-09
3398,26,67.4,2018-12-10
1213,69,71.7,2017-10-09
3597,43,3.8,2019-01-14
4436,42,10.5,2019-08-05
3187,29,81.4,2018-10-29
1811,0,69.0,2018-01-08
2412,5,64.6,2018-07-09
407,56,80.0,2017-04-24
1421,35,84.6,2017-09-25
4193,80,27.5,2019-06-17
2571,8,48.7,2018-07-09
4986,72,50.0,2019-11-04
641,46,73.1,2017-05-29
2631,54,39.7,2018-06-18
4655,30,94.7,2019-10-14
2571,43,96.8,2018-07-09
1677,30,57.1,2018-01-15
2085,53,91.9,2018-04-02
5542,65,55.5,2019-12-16
1627,41,34.6,2017-11-27
1195,69,54.6,2017-09-04
4311,80,56.6,2019-07-08
5542,14,12.3,2019-12-30
1399,46,81.3,2017-09-25
1719,19,50.9,2018-01-01
4501,10,9.0,2019-09-02
4382,104,39.8,2019-08-19
769,12,73.5,2017-05-29
2902,47,20.9,2018-10-01
860,16,60.2,2017-06-26
4164,13,98.2,2019-05-13
987,14,91.5,2017-08-14
1156,10,39.2,2017-08-28
2485,6,5.7,2018-07-09
4682,36,86.6,2019-09-30
4342,30,69.9,2019-08-12
4975,105,50.2,2019-12-23
3369,83,92.0,2018-11-05
5031,56,59.2,2019-11-25
4898,16,11.4,2019-10-07
649,44,86.5,2017-04-10
4180,2,12.1,2019-05-27
3553,77,91.9,2018-12-10
4804,110,76.1,2019-09-23
5244,56,20.2,2019-07-15
3908,18,34.1,2019-03-11
2659,31,26.0,2018-07-23
1068,18,27.6,2017-07-17
3406,14,23.2,2018-12-03
4917,83,25.8,2019-09-30
593,13,89.1,2017-04-10
1531,15,72.7,2017-12-25
4266,86,52.9,2019-06-17
2910,69,33.8,2018-09-03
4778,3,65.4,2019-11-18
2461,0,77.3,2018-06-18
5249,73,33.4,2019-06-10
5224,53,50.4,2019-06-24
2130,38,36.1,2018-05-07
3169,20,21.5,2018-09-24
5533,77,23.6,2019-12-09
5577,49,45.7,2019-12-23
1921,12,58.1,2018-01-08
1235,15,25.6,2017-09-11
4986,67,41.2,2019-10-28
752,32,79.5,2017-08-28
1134,3,99.0,2017-10-02
5265,50,5.1,2019-07-08
198,12,14.0,2017-01-23
4329,5,57.3,2019-07-08
5371,15,67.4,2019-12-23
2249,82,43.5,2018-04-30
2581,30,9.4,2018-07-30
1464,24,14.6,2017-12-11
1651,12,80.3,2017-11-13
707,13,91.5,2017-07-17
2581,36,77.9,2018-07-30
2902,9,15.5,2018-10-29
2885,12,47.8,2018-08-27
734,47,98.9,2017-07-03
5494,65,51.0,2019-12-02
595,6,24.0,2017-07-10
1738,36,14.6,2018-01-08
705,18,64.5,2017-05-29
1640,59,77.6,2018-02-05
4992,64,37.7,2020-01-13
4104,107,74.2,2019-05-20
668,48,52.7,2017-06-26
1742,73,95.8,2017-11-27
4779,64,21.3,2019-11-18
1546,63,67.2,2017-10-30
2319,5,13.8,2018-05-21
4217,80,47.8,2019-04-29
4594,18,24.2,2019-09-16
3118,10,10.7,2018-11-19
4290,15,41.5,2019-08-05
1126,18,34.6,2017-09-11
3246,41,73.4,2018-10-22
1422,23,65.7,2017-11-06
1297,43,12.7,2017-09-18
5147,46,52.3,2019-06-03
691,12,59.5,2017-06-05
882,13,26.4,2017-07-03
4017,13,84.8,2019-03-04
4321,10,16.9,2019-06-24
4339,30,42.5,2019-07-15
2104,1,10.1,2018-03-26
4931,59,83.8,2019-11-25
2642,2,49.2,2018-07-09
3310,2,68.3,2018-11-19
2678,22,46.4,2018-07-09
4858,2,39.2,2019-12-09
1292,36,51.7,2017-10-09
1009,50,94.7,2017-08-07
2194,42,44.3,2018-04-16
5075,101,13.2,2019-12-23
3402,43,26.2,2018-11-05
3442,16,78.3,2019-01-14
5242,101,68.9,2019-06-24
702,26,75.9,2017-06-19
3322,72,39.6,2018-11-19
2859,82,42.2,2018-10-01
1209,49,3.7,2017-08-28
4830,30,86.5,2019-11-11
3487,53,39.6,2018-12-31
1929,35,7.4,2017-12-25
4218,8,62.1,2019-05-13
5043,13,78.4,2019-11-18
4362,12,28.1,2019-06-24
1206,36,71.5,2017-10-09
5145,100,73.8,2019-06-03
2449,14,3.4,2018-04-30
656,15,26.5,2017-07-03
3199,102,38.0,2019-01-14
834,64,96.5,2017-08-07
5212,56,80.8,2019-05-06
5124,53,41.3,2019-07-15
5146,68,48.0,2019-07-15
2429,63,47.9,2018-04-23
2641,2,38.7,2018-07-16
4462,117,74.7,2019-09-02
2849,69,73.4,2018-08-06
1486,32,52.9,2017-11-20
792,30,90.0,2017-07-03
1909,18,54.0,2017-12-25
3411,12,82.2,2018-12-31
2706,41,56.3,2018-07-09
2862,20,36.7,2018-09-03
2463,53,31.6,2018-06-11
5297,69,33.6,2019-08-12
641,31,3.5,2017-04-17
3174,52,36.6,2018-10-01
5562,15,71.2,2020-01-13
4005,46,79.4,2019-03-25
3361,4,50.9,2018-10-29
2315,1,14.1,2018-07-02
3529,51,76.5,2018-12-10
5419,30,13.7,2019-11-18
1510,66,61.0,2017-11-20
2115,35,18.9,2018-02-19
5021,31,11.9,2019-11-25
3243,12,62.4,2018-10-15
5018,63,54.6,2019-11-04
5033,29,18.2,2019-12-30
5125,18,64.2,2019-04-29
2461,46,99.3,2018-04-30
2554,56,7.1,2018-06-04
3612,12,6.5,2019-01-07
1517,46,77.9,2017-11-13
4182,19,57.7,2019-04-22
4743,68,91.9,2019-10-21
3466,75,84.3,2018-12-17
5424,19,37.4,2019-12-02
4211,75,98.6,2019-06-24
3952,18,35.2,2019-03-11
2619,69,78.4,2018-07-30
854,56,62.2,2017-06-26
2913,69,60.2,2018-08-27
3612,49,21.6,2018-12-17
5420,5,9.1,2019-11-25
5085,7,93.4,2019-05-20
3036,19,1.8,2018-09-03
3456,69,88.7,2018-11-12
226,36,60.1,2017-04-10
402,27,41.6,2017-04-24
1809,10,39.5,2018-01-22
3487,15,88.8,2018-12-24
4069,36,80.2,2019-04-22
4970,3,40.5,2019-11-11
2939,52,91.7,2018-09-03
5131,51,39.7,2019-05-06
1352,54,39.8,2017-09-25
757,24,73.3,2017-05-29
3848,33,2.5,2019-03-18
2435,3,45.0,2018-05-21
1592,36,8.4,2018-01-08
5272,53,52.1,2019-06-03
4909,14,88.8,2019-10-21
4960,0,87.7,2019-10-28
4933,94,53.5,2019-11-18
921,30,8.7,2017-05-22
4711,32,53.2,2019-09-23
4158,40,17.5,2019-03-25
4171,74,39.9,2019-06-17
754,17,35.6,2017-06-12
4016,8,19.2,2019-04-08
1857,65,2.0,2018-01-29
1132,43,63.4,2017-09-18
1335,18,7.3,2017-10-16
775,56,91.7,2017-06-12
2398,53,39.9,2018-07-02
5397,12,73.6,2019-11-25
1282,21,16.5,2017-09-04
3518,47,76.8,2018-12-17
808,54,43.4,2017-05-29
2176,40,99.6,2018-03-05
3434,18,64.2,2018-12-17
640,47,67.7,2017-06-12
5017,47,78.3,2019-11-04
599,12,30.8,2017-05-29
477,63,45.9,2017-05-15
4911,29,26.8,2019-11-11
1036,41,40.5,2017-08-21
2322,27,46.5,2018-05-07
3389,75,43.0,2018-12-17
3395,73,74.2,2018-11-26
3383,12,61.6,2019-01-14
2653,43,1.3,2018-08-06
1031,15,11.2,2017-08-21
3502,82,93.5,2018-11-19
3412,43,8.0,2018-12-03
2693,9,26.3,2018-06-18
367,43,76.3,2017-03-06
2003,30,82.6,2018-03-05
3698,86,83.4,2019-01-21
3418,48,96.4,2019-01-07
1732,32,58.8,2017-11-20
4056,16,95.2,2019-04-15
2263,55,82.7,2018-04-16
4493,35,38.9,2019-09-23
4042,12,81.6,2019-04-29
216,56,75.7,2017-08-28
4647,5,67.1,2019-09-09
4977,57,24.9,2019-10-21
5459,90,63.9,2019-12-23
5225,30,43.1,2019-05-06
4173,76,92.5,2019-05-06
1466,40,60.1,2017-12-25
927,15,20.0,2017-05-22
3173,36,5.8,2018-11-26
616,56,54.9,2017-06-12
2589,73,66.4,2018-06-25
2406,53,89.0,2018-04-30
5518,77,83.0,2019-12-30
94,1,79.1,2017-01-09
2673,12,45.6,2018-08-13
915,41,29.1,2017-07-03
1735,10,71.6,2018-01-08
3502,4,94.2,2018-12-10
4724,9,71.5,2019-11-18
5234,2,3.2,2019-07-01
3615,51,8.4,2018-12-17
792,30,58.7,2017-05-01
2139,62,63.0,2018-04-16
420,56,41.3,2017-03-20
341,63,92.0,2017-02-20
4771,15,89.8,2019-10-21
4972,94,43.0,2019-10-14
3969,29,8.2,2019-03-04
1609,58,80.1,2018-01-08
4894,10,51.7,2019-10-28
862,30,13.8,2017-06-26
4569,73,18.8,2019-09-16
983,8,86.9,2017-07-17
989,12,46.5,2017-08-14
4037,99,83.1,2019-04-08
5316,86,9.9,2019-06-24
649,15,86.5,2017-05-22
3051,40,19.0,2019-01-28
3623,93,15.1,2018-12-31
3651,80,14.6,2018-12-17
3346,84,7.9,2018-11-19
396,30,24.1,2017-04-24
2674,13,17.9,2018-07-02
2375,47,52.5,2018-07-09
2205,2,4.9,2018-04-02
2964,60,4.1,2018-08-27
3156,43,38.9,2018-12-10
2358,62,65.7,2018-07-16
3823,80,16.8,2019-02-25
2987,49,98.6,2018-10-22
1651,64,45.4,2017-11-06
3332,57,47.0,2018-12-24
864,57,77.2,2017-05-29
4871,13,51.7,2019-10-28
4950,26,67.5,2019-12-23
4956,81,70.9,2019-10-21
5301,14,34.8,2019-05-27
1826,48,41.7,2018-01-08
4532,29,79.0,2019-09-30
4493,95,60.0,2019-08-05
2507,16,33.5,2018-05-14
3450,80,43.7,2018-12-10
2485,12,28.5,2018-07-09
5226,32,97.8,2019-07-29
5073,35,48.7,2019-12-02
2532,82,1.0,2018-05-14
2663,4,18.5,2018-06-18
5310,3,76.7,2019-07-01
1858,8,49.5,2017-12-18
4218,56,93.4,2019-04-22
4380,74,6.6,2019-08-05
5225,49,69.8,2019-06-03
1574,19,87.0,2017-11-13
3010,60,81.5,2018-09-24
5279,99,25.2,2019-06-03
1493,46,36.9,2017-10-16
3430,82,18.3,2019-01-14
4377,68,46.2,2019-09-23
2911,12,84.7,2018-08-13
5368,22,47.1,2019-11-25
4711,22,43.9,2019-10-28
946,28,28.0,2017-06-12
821,25,87.1,2017-06-12
5283,5,89.5,2019-06-24
5547,36,31.2,2020-01-20
2558,1,70.4,2018-06-25
474,56,49.7,2017-05-22
2335,32,92.4,2018-04-16
2982,77,49.8,2018-09-17
1936,21,24.8,2018-04-02
3314,49,19.0,2018-10-15
946,41,10.5,2017-07-17
1470,45,2.4,2017-11-27
4430,10,50.4,2019-08-19
961,30,31.3,2017-06-19
3589,39,52.2,2019-01-07
4349,89,1.2,2019-08-05
2449,19,75.6,2018-05-07
4662,110,38.2,2019-09-09
2952,66,84.2,2018-09-17
1914,46,27.9,2018-02-19
2327,19,12.1,2018-04-09
5025,2,23.5,2019-12-23
3976,95,76.1,2019-04-29
5529,108,37.1,2019-12-02
4033,75,88.5,2019-04-29
5156,39,90.0,2019-05-13
2597,65,35.5,2018-08-06
1815,40,92.1,2018-01-15
4165,61,53.7,2019-04-08
5147,100,99.3,2019-07-01
4661,96,8.9,2019-09-30
2893,20,48.6,2018-08-27
4844,25,48.6,2020-02-03
2534,23,20.6,2018-07-23
2229,47,29.1,2018-04-16
5064,89,6.7,2019-12-30
3657,86,79.8,2018-12-24
3252,45,84.5,2018-10-22
5336,81,36.5,2019-12-02
5552,3,30.3,2020-02-17
951,25,19.0,2017-06-05
2571,77,28.7,2018-06-11
1508,9,67.7,2017-10-16
2377,19,24.6,2018-06-18
5103,1,23.2,2019-05-20
2910,45,44.8,2018-08-20
235,65,52.1,2017-02-27
2313,43,85.4,2018-05-07
857,6,57.6,2017-06-26
3188,29,91.3,2018-10-08
2952,10,15.6,2018-10-15
594,25,15.2,2017-08-07
4682,42,57.6,2019-10-21
5082,36,23.2,2019-04-22
987,47,70.2,2017-07-17
3762,12,88.1,2019-03-04
5099,83,51.8,2019-05-20
4962,43,20.4,2019-11-11
1645,3,96.6,2017-11-06
5105,15,55.8,2019-05-27
2515,66,83.3,2018-07-30
5495,62,21.5,2020-02-17
771,41,7.6,2017-05-15
624,20,72.9,2017-04-10
2480,27,69.4,2018-04-30
2083,12,1.5,2018-04-23
4923,3,84.2,2019-11-04
2453,8,30.0,2018-07-09
1899,68,89.8,2018-02-26
4603,95,6.3,2019-10-28
3722,73,64.7,2019-03-18
1090,66,53.6,2017-08-28
645,64,29.1,2017-04-17
4886,15,48.1,2019-12-16
5000,41,84.1,2019-12-09
2542,53,60.9,2018-06-11
1105,46,91.9,2017-07-31
2565,7,54.8,2018-07-16
3129,2,97.8,2018-10-08
918,4,91.8,2017-07-10
3365,24,51.5,2018-11-12
852,26,94.4,2017-07-17
2647,82,85.1,2018-07-16
1623,64,18.4,2018-01-01
3294,59,5.0,2018-11-26
4697,68,25.7,2019-10-28
2243,69,99.4,2018-04-16
1637,59,95.8,2017-11-20
2614,51,84.6,2018-06-04
5410,12,86.5,2019-12-02
4684,19,95.5,2019-11-25
1279,47,2.2,2017-09-04
4312,47,85.5,2019-07-15
1618,22,65.5,2017-12-25
2319,16,58.5,2018-06-04
1505,17,77.8,2017-11-27
1578,9,24.1,2017-11-20
5263,53,43.2,2019-07-29
4071,3,36.1,2019-04-15
3928,12,1.1,2019-03-04
1612,13,52.1,2017-10-30
1550,46,8.0,2017-10-16
5449,29,62.9,2019-12-16
2548,53,44.5,2018-07-23
4394,5,15.9,2019-08-05
5253,77,13.1,2019-06-24
849,48,69.0,2017-06-05
2401,48,75.2,2018-06-18
3744,56,95.8,2019-01-21
4057,63,55.2,2019-04-01
1246,13,53.8,2017-09-04
5277,5,23.9,2019-05-20
5188,2,81.0,2019-07-01
5485,103,90.5,2019-11-25
5133,15,46.1,2019-06-17
